Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
18357109973,"May 3, 2026, 7:58:52 AM",Morning Ride,Ride,"86 Training Load
-- from COROS",8558,47.23,164.0,94,false,,Standert Triebwerk,activities/19461226735.fit.gz,,9.0,8558.0,7114.0,47235.0,11.4,6.64,74.0,70.0,30.2,47.2,20.0,0.0,,,110.0,78.0,164.0,146.0,,89.0,691.0,,26.0,94.0,630000.0,,,,,,,,92.0,8299.0,,,0.0,,1.0,,,,,,,,,,,,,,,,16540971.0,,,,,,,,,,,,5.519,0.0,,,,,0.0,,86.0,61.0,,,,0.0,0.0,,,,0.0,,,,media/F89A6C7E-7163-4082-B3EC-AA08A57A3D78.jpg|media/D8E61C8B-DA71-4CAE-8B58-F597A8682D4F.jpg
18329956744,"May 1, 2026, 7:55:13 AM",Just me and Jeff’s bike,Ride,"208 Training Load
-- from COROS",8262,51.97,180.0,208,false,,Standert Triebwerk,activities/19433692476.fit.gz,,9.0,8262.0,7378.0,51977.9,13.2,7.045,325.0,324.0,26.8,79.0,11.0,0.0,,,114.0,78.0,180.0,160.0,,112.0,901.0,,20.0,208.0,826000.0,,,,,,,,125.0,8123.0,,,0.0,,1.0,,,,,,,,,,,,,,,,16540971.0,,,,,,,,,,,,6.291,0.0,,,,,0.0,,156.0,83.0,,,,0.0,0.0,,,,0.0,,,,media/071EEE5D-BCB0-4706-8849-099BA35B8B29.jpg|media/40C66FDD-6FE8-4AF1-8D98-3726FC4E3872.jpg
18308969266,"Apr 29, 2026, 4:47:21 PM",Zwift - FTP Ramp Test [Lite],Virtual Ride,🗺️ Tempus Fugit in Watopia,2227,18.88,177.0,19,false,,,activities/19412547141.fit.gz,,9.0,2227.0,2227.0,18887.0,12.1,8.481,30.0,0.0,12.6,17.6,2.5,0.0,,,126.0,91.0,177.0,132.0,,104.0,220.0,,,19.0,,,,,,,,,136.0,2228.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.481,0.0,,,,,0.0,,51.0,91.0,,,,0.0,0.0,,,,0.0,,,,""
18291844105,"Apr 28, 2026, 12:37:30 PM",Zwift - Openers,Virtual Ride,🗺️ Tempus Fugit in Watopia,1884,15.72,158.0,10,false,,,activities/19395292230.fit.gz,,9.0,1884.0,1857.0,15725.9,11.92,8.468,26.0,0.0,12.6,17.6,2.2,0.0,,,128.0,93.0,158.0,127.0,,102.0,181.0,,,10.0,,,,,,,,,116.0,1885.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.347,0.0,,,,,0.0,,31.0,77.0,,,,0.0,0.0,,,,0.0,,,,""
18278344271,"Apr 27, 2026, 12:44:01 PM",Zwift - Active Recovery,Virtual Ride,🗺️ Tempus Fugit in Watopia,2000,15.37,128.0,6,false,,,activities/19381715504.fit.gz,,9.0,2000.0,2000.0,15374.1,9.76,7.687,26.0,0.0,12.6,17.6,2.6,0.0,,,129.0,99.0,128.0,117.0,,75.0,144.0,,,6.0,,,,,,,,,78.0,2001.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.687,0.0,,,,,0.0,,15.0,52.0,,,,0.0,0.0,,,,0.0,,,,media/822D4153-0E93-4E66-9088-D76CD3FCD0F7.jpg
18253706385,"Apr 25, 2026, 7:35:48 AM",Morning Ride,Ride,"522 Training Load
-- from COROS",27195,140.54,170.0,250,false,,Standert Triebwerk,activities/19356764307.fit.gz,,9.0,27195.0,21326.0,140544.0,11.5,6.59,407.0,387.0,6.2,55.8,40.0,0.0,,,,,170.0,143.0,,,2879.0,,17.0,250.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,16540971.0,,,,,,,,,,,,5.168,3782.9,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,media/A61D55FD-771C-49BD-B64E-50DA75043DC8.jpg|media/9F698F30-ED03-4644-BE07-7DFF862E54B4.jpg|media/6CE997E6-05D8-44C7-BFB1-62C3DE4290D6.jpg|media/91912A43-36EF-43EA-A1DB-D3A6B3238134.jpg|media/0E3ED30A-E0B8-49A3-B335-8C27C413C56B.mp4|media/B242124A-B1A3-4CDA-BA24-984EB36F0986.jpg
18242518603,"Apr 24, 2026, 5:53:57 PM",Zwift - VO2 Max - 4x4 (40/20),Virtual Ride,🗺️ Tempus Fugit in Watopia,2904,24.87,160.0,22,false,,,activities/19345458732.fit.gz,,9.0,2904.0,2904.0,24877.2,11.18,8.567,39.0,0.0,12.6,17.6,2.4,0.0,,,129.0,91.0,160.0,132.0,,110.0,305.0,,,22.0,,,,,,,,,124.0,2905.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.567,0.0,,,,,0.0,,55.0,83.0,,,,0.0,0.0,,,,0.0,,,,""
18228861939,"Apr 23, 2026, 4:47:07 PM",Zwift - Z2 no Cadence Changes,Virtual Ride,🗺️ Tempus Fugit in Watopia,3025,25.75,132.0,10,false,,,activities/19331694382.fit.gz,,9.0,3025.0,3025.0,25758.7,11.12,8.515,39.0,0.0,12.6,17.6,2.3,0.0,,,129.0,89.0,132.0,119.0,,94.0,271.0,,,10.0,,,,,,,,,99.0,3026.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.515,0.0,,,,,0.0,,36.0,66.0,,,,0.0,0.0,,,,0.0,,,,""
18215970925,"Apr 22, 2026, 4:02:24 PM",Standert Women Ride 🌸💪🏻🚴🏻‍♀️,Ride,"398 Training Load
-- from COROS",8715,55.78,186.0,256,false,,Standert Triebwerk,activities/19318713848.fit.gz,,9.0,8715.0,7454.0,55782.0,13.3,7.483,334.0,336.0,32.2,84.6,17.4,0.0,,,,,186.0,166.0,,,1263.0,,16.0,256.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,16540971.0,,,,,,,,,,,,6.401,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,""
18184306332,"Apr 20, 2026, 1:05:03 PM",Zwift - SST Over / Under 2,Virtual Ride,🗺️ Tempus Fugit in Watopia,2965,25.60,170.0,59,false,,,activities/19286874039.fit.gz,,9.0,2965.0,2744.0,25601.2,11.86,9.33,39.0,0.0,12.6,17.6,2.4,0.0,,,122.0,86.0,170.0,154.0,,126.0,330.0,,,59.0,,,,,,,,,132.0,2906.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.634,0.0,,,,,0.0,,62.0,88.0,,,,0.0,0.0,,,,0.0,,,,media/C3C16400-C2A2-4931-91B1-76846B828C5A.jpg
18158193241,"Apr 18, 2026, 8:02:29 AM",Morning Ride,Ride,"607 Training Load
-- from COROS",18812,103.98,180.0,382,false,,Standert Triebwerk,activities/19260434868.fit.gz,,9.0,18812.0,13852.0,103988.5,11.4,7.507,362.0,350.0,27.2,66.0,40.0,0.0,,,,,180.0,160.0,,,2229.0,,21.0,382.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,16540971.0,,,,,,,,,,,,5.528,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,media/5551BEF9-726E-4E12-951A-60EEB6A39E7A.jpg|media/F8EFFF91-27D0-4B02-AD89-118F46BFE982.jpg|media/0559290B-8C49-4DA3-B015-60E101ECC0D5.mp4
18132857004,"Apr 16, 2026, 2:14:28 PM",Zwift - VO2 Max - 3x5 Tabata Style,Virtual Ride,🗺️ Tempus Fugit in Watopia,2722,24.04,165.0,30,false,,,activities/19234896090.fit.gz,,9.0,2722.0,2722.0,24040.8,12.58,8.832,38.0,0.0,12.6,17.6,2.3,0.0,,,142.0,92.0,165.0,140.0,,110.0,286.0,,,30.0,,,,,,,,,123.0,2723.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.832,0.0,,,,,0.0,,50.0,82.0,,,,0.0,0.0,,,,0.0,,,,media/b63f34d4-d4d9-44cc-beec-fef09ca2c52a.jpg|media/f4479830-ea24-47a7-a56e-71f2218c9dfc.jpg|media/d58ff0cf-3bfb-4e13-9cd2-13f0f627868b.mp4
18121895509,"Apr 15, 2026, 4:39:59 PM",Zwift - zone2 ride,Virtual Ride,🗺️ Tempus Fugit in Watopia,4455,39.98,133.0,15,false,,,activities/19223844681.fit.gz,,9.0,4455.0,4455.0,39981.8,11.66,8.975,60.0,0.0,12.6,17.6,2.2,0.0,,,122.0,85.0,133.0,122.0,,101.0,428.0,,,15.0,,,,,,,,,102.0,4456.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.975,0.0,,,,,0.0,,57.0,68.0,,,,0.0,0.0,,,,0.0,,,,""
18104574025,"Apr 14, 2026, 12:47:52 PM",Zwift - SST Bursts 10,Virtual Ride,🗺️ Tempus Fugit in Watopia,2422,23.21,174.0,49,false,,,activities/19206417016.fit.gz,,9.0,2422.0,2422.0,23210.4,12.58,9.583,37.0,0.0,12.6,17.6,2.8,0.0,,,121.0,86.0,174.0,153.0,,129.0,298.0,,,49.0,,,,,,,,,138.0,2423.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.583,0.0,,,,,0.0,,56.0,92.0,,,,0.0,0.0,,,,0.0,,,,""
18090459817,"Apr 13, 2026, 11:50:37 AM",Zwift - SST Over Under,Virtual Ride,🗺️ Tempus Fugit in Watopia,1213,10.43,155.0,9,false,,,activities/19192230609.fit.gz,,9.0,1213.0,1213.0,10433.2,11.02,8.601,16.0,0.0,12.6,17.6,2.0,0.0,,,125.0,85.0,155.0,131.0,,113.0,129.0,,,9.0,,,,,,,,,124.0,1214.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.601,0.0,,,,,0.0,,23.0,83.0,,,,0.0,0.0,,,,0.0,,,,media/dfa11d61-c65a-480a-8108-57abb59283f0.jpg
18067611957,"Apr 11, 2026, 11:30:01 AM",Coffee Ride with my love,Ride,"349 Training Load
-- from COROS",10326,54.66,180.0,214,false,,Standert Triebwerk,activities/19169072994.fit.gz,,9.0,10326.0,8015.0,54667.0,12.4,6.821,305.0,296.0,25.8,81.2,13.3,0.0,,,,,180.0,159.0,,,1252.0,,17.0,214.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,16540971.0,,,,,,,,,,,,5.294,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,media/D99BB930-8CA1-4F0B-9102-A00C32F7351B.jpg|media/FC8418C5-0788-4F49-8268-BB758AB7B47A.jpg
18039918038,"Apr 9, 2026, 11:23:38 AM",Zwift - VO2 Max - 4x3 Ramps,Virtual Ride,🗺️ Tempus Fugit in Watopia,2492,22.43,171.0,27,false,,,activities/19141137536.fit.gz,,9.0,2492.0,2492.0,22436.1,12.2,9.003,33.0,0.0,12.6,17.6,4.3,0.0,,,128.0,91.0,171.0,140.0,,116.0,276.0,,,27.0,,,,,,,,,136.0,2493.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.003,0.0,,,,,0.0,,57.0,91.0,,,,0.0,0.0,,,,0.0,,,,""
18025880069,"Apr 8, 2026, 10:41:18 AM",Zwift - zone2 ride,Virtual Ride,🗺️ Tempus Fugit in Watopia,4461,39.26,144.0,19,false,,,activities/19126936286.fit.gz,,9.0,4461.0,4461.0,39263.6,11.1,8.802,59.0,0.0,12.6,17.6,2.3,0.0,,,122.0,86.0,144.0,130.0,,101.0,428.0,,,19.0,,,,,,,,,102.0,4462.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.802,0.0,,,,,0.0,,57.0,68.0,,,,0.0,0.0,,,,0.0,,,,""
18011399137,"Apr 7, 2026, 10:43:12 AM",Zwift - Paceline Work,Virtual Ride,🗺️ Tempus Fugit in Watopia,2299,20.97,164.0,29,false,,,activities/19112191101.fit.gz,,9.0,2299.0,2299.0,20978.9,11.88,9.125,33.0,0.0,12.6,17.6,2.3,0.0,,,123.0,92.0,164.0,141.0,,115.0,253.0,,,29.0,,,,,,,,,124.0,2300.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.125,0.0,,,,,0.0,,43.0,83.0,,,,0.0,0.0,,,,0.0,,,,media/15691380-D0E4-44DA-80B4-85B897041C59.jpg
18000398552,"Apr 6, 2026, 1:23:57 PM",Zwift - Big Gear SST - 2x10 on Tempus Fugit in Watopia,Virtual Ride,,2423,21.86,161.0,30,false,,,activities/19101035223.fit.gz,,9.0,2423.0,2423.0,21863.9,11.68,9.023,33.0,0.0,12.6,17.6,2.0,0.0,,,123.0,91.0,161.0,142.0,,121.0,280.0,,,30.0,,,,,,,,,129.0,2424.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.023,0.0,,,,,0.0,,49.0,86.0,,,,0.0,0.0,,,,0.0,,,,media/5cbef43c-7696-4ae2-8e11-9f78c26c2b7f.jpg|media/7cd14b9a-56b4-4265-8e98-545737308ecc.jpg|media/cd383a83-cf7a-463a-8465-f1284139a6d0.jpg|media/bf8a19b4-9f35-496b-b283-999cbd9a21bf.mp4
17985739134,"Apr 5, 2026, 9:24:14 AM",Ohne mein Schatz 😢,Ride,"190 Training Load
-- from COROS",5086,28.38,179.0,116,false,,Standert Triebwerk,activities/19086223098.fit.gz,,9.0,5086.0,4488.0,28386.0,9.8,6.325,77.0,77.0,32.4,52.8,13.7,0.0,,,,,179.0,158.0,,,698.0,,18.0,116.0,0.0,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,16540971.0,,,,,,,,,,,,5.581,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,media/967A2112-A998-47D7-B865-6DCBD77E68EC.jpg|media/1D272ABB-FD32-44C5-B9CF-C74BEF4BE5A1.jpg
17965931800,"Apr 3, 2026, 5:46:53 PM",Zwift - VO2 Max - 3x4 Tabata Style on Tempus Fugit in Watopia,Virtual Ride,,2422,20.94,157.0,16,false,,,activities/19066195117.fit.gz,,9.0,2422.0,2422.0,20944.9,11.5,8.648,32.0,0.0,12.6,17.6,2.3,0.0,,,124.0,94.0,157.0,130.0,,111.0,256.0,,,16.0,,,,,,,,,122.0,2423.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.648,0.0,,,,,0.0,,44.0,81.0,,,,0.0,0.0,,,,0.0,,,,media/85f0ef68-e1b9-4124-902b-569965e8eb7a.jpg|media/2e9eb46f-b62e-4360-8be3-84528149f338.jpg|media/5f1cadd4-d865-4abc-bbe8-3a3a5acd2e8d.mp4
17948893091,"Apr 2, 2026, 10:01:20 AM",Zwift - loooong ride on Tempus Fugit in Watopia,Virtual Ride,,6612,57.60,150.0,31,false,,,activities/19049040172.fit.gz,,9.0,6612.0,6612.0,57604.6,11.72,8.712,90.0,0.0,12.6,17.6,2.8,0.0,,,126.0,89.0,150.0,128.0,,104.0,653.0,,,31.0,,,,,,,,,108.0,6613.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.712,0.0,,,,,0.0,,95.0,72.0,,,,0.0,0.0,,,,0.0,,,,media/44ed559f-7c2e-44df-acdc-50c09ea78e93.jpg|media/9075618d-09b9-4514-9d14-f29b1ad396bf.jpg|media/03bb346d-dbbf-450d-9080-1b06bdbdca77.mp4
17935718056,"Apr 1, 2026, 10:03:55 AM",Zwift - Big Gear SST - 3x5,Virtual Ride,🗺️ Tempus Fugit in Watopia,2119,19.74,160.0,19,false,,,activities/19035788499.fit.gz,,9.0,2119.0,2119.0,19745.5,12.4,9.318,32.0,0.0,12.6,17.6,2.0,0.0,,,128.0,94.0,160.0,136.0,,117.0,237.0,,,19.0,,,,,,,,,126.0,2120.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.318,0.0,,,,,0.0,,41.0,84.0,,,,0.0,0.0,,,,0.0,,,,media/f2edb4ea-6c23-4a9f-9c6b-07df9958cd03.jpg|media/66d2ab5e-8f9e-497c-9997-bfef300800a6.jpg|media/7f3f398a-e131-4cf8-9d03-6885a4bbc89f.mp4
17924046823,"Mar 31, 2026, 11:36:05 AM",Zwift - SST Bursts 8,Virtual Ride,🗺️ Tempus Fugit in Watopia,2122,20.13,167.0,32,false,,,activities/19024033761.fit.gz,,9.0,2122.0,2122.0,20134.4,12.34,9.488,32.0,0.0,12.6,17.6,5.3,0.0,,,124.0,90.0,167.0,144.0,,127.0,256.0,,,32.0,,,,,,,,,137.0,2123.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.488,0.0,,,,,0.0,,49.0,91.0,,,,0.0,0.0,,,,0.0,,,,media/fa9a9f00-b149-4403-bacf-5db2c4cd9da3.jpg|media/adb0225e-946e-4644-93db-4c4e6bb177ce.jpg|media/e0a16683-3fda-49c7-bebf-fe2fc376cc65.jpg|media/e6e5c67e-c6e6-4ee0-a863-2437b73b905c.mp4
17899376238,"Mar 29, 2026, 10:18:32 AM",Zwift - Sweet Spot Ramps - 30min,Virtual Ride,🗺️ Tempus Fugit in Watopia,3319,30.37,156.0,29,false,,,activities/18999119789.fit.gz,,9.0,3319.0,3319.0,30369.6,11.78,9.15,47.0,0.0,12.6,17.6,2.2,0.0,,,126.0,94.0,156.0,137.0,,114.0,360.0,,,29.0,,,,,,,,,121.0,3320.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15,0.0,,,,,0.0,,60.0,81.0,,,,0.0,0.0,,,,0.0,,,,media/754e68b8-42f5-41ee-9925-77d99cf78972.jpg|media/17602eeb-5ba9-4886-a474-233cf9aa4124.jpg|media/d9966d0f-ba43-402e-b5a4-081b1aeea3a2.jpg|media/734ceb14-502e-4443-a696-fd256686f764.mp4
17887114988,"Mar 28, 2026, 10:13:52 AM",Zwift - Day 1,Virtual Ride,🗺️ Tempus Fugit in Watopia,5483,47.01,151.0,22,false,,,activities/18986718825.fit.gz,,9.0,5483.0,5483.0,47018.8,11.44,8.575,73.0,0.0,12.6,17.6,2.7,0.0,,,125.0,87.0,151.0,126.0,,91.0,474.0,,,22.0,,,,,,,,,93.0,5484.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.575,0.0,,,,,0.0,,58.0,62.0,,,,0.0,0.0,,,,0.0,,,,media/fc49c18f-9a91-49d1-8bf6-7b2f0eaf2bd3.jpg|media/d73f4c0e-cd53-4da3-b3ab-03bcef91a931.jpg|media/612ac4b3-926c-4c18-bb76-fe510fdf91b7.jpg|media/60a4e3a4-86e1-47cb-b2b5-2c72fe385a30.mp4
